"response_id","start_date","comput_id","exclude_unfinished","exclude_attention","exclude_manual","what1","what2"
"R_2w5Jtf9NcRDIhr5","2019/09/19 18:40:49","P-422-05",TRUE,NA,FALSE,NA,NA
"R_2PiLXtYWRmkcJdT","2019/09/26 17:22:21","P-422-10",TRUE,NA,FALSE,NA,NA
"R_2thDXRAKgVAuU2e","2019/09/26 18:21:42","P-422-10",TRUE,NA,FALSE,NA,NA
"R_279whVRMyAW8Cg4","2019/09/27 21:16:25","44209",TRUE,NA,FALSE,NA,NA
"R_2PyYbl1Lb0ibCWf","2019/10/03 17:33:04","P-422-03",TRUE,NA,FALSE,NA,NA
"R_p3NBhPCTS0sNOTf","2019/10/11 13:49:48","20",TRUE,NA,FALSE,NA,NA
"R_2QQb9Sw8gtcHvzd","2019/10/24 17:34:31","P-422-04",TRUE,NA,FALSE,NA,NA
"R_3qlZzQeZ5Mhs6SL","2019/11/04 17:17:58","P-402-06",TRUE,NA,FALSE,NA,NA
"R_1Iic75kyGr3NZzS","2019/11/04 18:21:16","P-402-06",TRUE,NA,FALSE,NA,NA
"R_1mxzG2YbwINyQDi","2019/11/04 18:16:58","P-422-13",TRUE,NA,FALSE,NA,NA
"R_26niKSiVtr7YJs0","2019/11/08 14:29:52","Liu",TRUE,NA,FALSE,NA,NA
"R_1C2ugxTIO2fPrMY","2019/11/25 12:44:15","33",TRUE,NA,FALSE,NA,NA
"R_2R3NkCjW2Q0zjCB","2019/11/27 09:25:53","P-422-02",TRUE,NA,FALSE,NA,NA
"R_1gwqtmvVAeRu1bH","2019/12/04 13:58:34","P10",TRUE,NA,FALSE,NA,NA
"R_2t3ydBqIJX1DQkS","2019/12/08 17:05:31","P-401-012",TRUE,NA,FALSE,NA,NA
"R_XFhIVUPajTUy9kB","2020/02/26 12:42:50","20",TRUE,NA,FALSE,NA,NA
"R_3iPWDy137fzCjuG","2020/02/28 14:20:51","P-422-24",TRUE,NA,FALSE,NA,NA
"R_3lY3ortI2SppcqG","2019/04/08 18:22:42",NA,TRUE,FALSE,TRUE,"A kutatók célja egy új IQ-teszt létrehozása, és ennek a prototípusát vizsgálják a mi részvételünkkel.","Nem."
"R_3yiGRZfWK5K8TFn","2019/04/08 18:22:38",NA,TRUE,FALSE,TRUE,"Szerintem arról szólt, hogy mennyire tudunk több dologra (forma, telítettség, méret) egyszerre odafigyelni.","Nem, még sosem végeztem hasonló tesztet, szóval nincs viszonyítási alapom."
"R_3Ljpa6ymEgy3UUh","2019/04/08 18:22:37",NA,TRUE,FALSE,TRUE,"A vizsgálat szerintem azt vizsgálta, hogy ""laboratóriumi"" körülmények között mennyire hatásos a teszt. A kutatók célja pedig ennek az információnak a megszerzése volt.","Nem, többnyire olyan volt, mint a többi online IQ teszt, amit korábban kitöltöttem (pl. Mensa)."
"R_PS40693Y600ZZfP","2019/04/08 18:22:59",NA,TRUE,FALSE,TRUE,"Arról, hogy mennyire magas az IQ-m, és az lehet a céljuk, hogy megállapítsák: melyik kis körös-pöttyös feladat a legalkalmasabb erre.","Nagyon-nagyon hasonló volt az összes feladat."
"R_2R50crf3rCU9b74","2019/04/08 18:22:33",NA,TRUE,FALSE,TRUE,"Otthon elvégezhető intelligencia tesztet fejelsztenek, mi, mint ""laboratóriumi"" csoport voltunk a kontroll.","A 2. hangbejátszásnál (az első volt a próba, a 2. a egypetéjű-kétpetéjű ikrekről szólt) az írott szövegben ""készség"" szerepel, de a hang ""képesség""-et mondott."
"R_3KGR0xCwQQmRVTI","2019/04/08 18:22:35",NA,TRUE,FALSE,TRUE,"Szerintem a cél az volt, hogy megvizsgálják, hogy a bemelegítés utáni visszajelzés milyen hatással volt a teljesítményre.","Nem."
"R_2ZOlVklKotrIEaE","2019/04/08 18:22:44",NA,TRUE,FALSE,TRUE,"A vizsgálat nem csupán a tipikus IQ feladatok feladása volt, hanem mindennapi életünkre kiterjedően voltak kiváncsiak a szokásainkra, értem itt ez alatt az egészséges táplálkozásról szóló blokkot is. Változatos, pörgös vizsgálat volt. Célja egyértelműen a logikai készségek felmérése és az életünkre való odafigyelés, mi ártalmas és mi jó nekünk, alátámasztva tényekkel.","Nekem a koffein, az alkohol és a teljes kiörlésű pékárukról szóló rész újdonságnak hatott és furcsa is volt."
"R_1pVDdLXxRReynD5","2019/04/08 18:22:56",NA,TRUE,FALSE,TRUE,"Szabályszerűségek észrevétele és alkalmazása, megfigyelés és logika mérése.","Nem."
"R_3rZXHTcFGAQRjGP","2019/04/08 18:22:28",NA,TRUE,FALSE,TRUE,"személyiség és intelligencia kapcsolatának vizsgáőlata","borzasztóan fáradt vagyok és fáj a fejem (szúr a kontaklencsém), szóval sajnos nem.. :("
"R_AoqsXPw9W7Myyw9","2019/04/08 18:22:43",NA,TRUE,FALSE,TRUE,"a képek és mintázatok felismerésének mintázata, asszociációs képességek","nem"
"R_3HBwZ2aQYzIfstj","2019/04/08 18:22:54",NA,TRUE,FALSE,TRUE,"Az intellektus kutatása.","Nem."
"R_1ON3dsPOxPB6YZd","2019/04/08 18:23:20",NA,TRUE,FALSE,TRUE,"A cél az lehetett, hogy hogyan teljesítünk nyugodt, zavartalan körülmények között, ez segíthet oléyan tesztet létrerhozni, ami a ehető legpontosabb és megbízhatóbb eredményeket mutatja, a lehetőségekhez mérten.","A ""meditáció"" része elég hosszú volt, ami ráébresztett, hogy mennyire fontos nyugodtnak és kiegyensúlyozottnak maradni, hogy a maximumot hozhassam ki saját, és agyam tejesítményéből is."
"R_u3tAhxKHXCGLFtf","2019/04/08 18:26:46",NA,TRUE,FALSE,TRUE,"A vizuális képességek felmérése, a térlátás, a teljesítés mérése időkorlát alatt, ami stresszes állapotot eredményez.","Nem töltöttem még ki korábban IQ tesztet, így abszolút nem tudtam mire számítsak, de nem ilyen típusú feladatokban gondolkodtam."
"R_1K3GtqcPYsU5Ymv","2019/04/08 18:22:48",NA,TRUE,FALSE,TRUE,"Az intelligenciát szerették volna mérni vele.","Nem."
"R_2Vlrswpfo3spaL8","2019/04/08 18:22:41",NA,TRUE,FALSE,TRUE,"Véleményem szerint a kutatók célja az volt, hogy felmérjék, mennyiben különbözik a teszt elvégzése nyugodt, laboratóriumi körülmények között attól, amikor otthon töltik ki ugyanezt, ahol sokkal több figyelemelterelő hatás érheti az embert. Ez alapján pedig ki lehet következtetni, miben befolyásolja az egyén teljesítményét az, hogy hol és mennyire koncentráltan tölti ki a tesztet.","Nem tudnék ilyet megnevezni."
"R_2ruTQYc0wLudONi","2019/04/08 18:22:29",NA,TRUE,FALSE,TRUE,"Intellektuális készségeinket figyeltétek meg.","Nem"
"R_2R2mGMuOeWtMXxE","2019/04/01 18:09:20",NA,TRUE,TRUE,TRUE,"A stressz hatása az IQ-ra","különösen nehéz volt. egyből a mélyvízbe"
"R_ebYaw2Lvs1C30vT","2019/04/01 18:10:28",NA,TRUE,TRUE,TRUE,"Szerintem a kutatók célja az volt, hogy stresszhelyzetben - amit itt a 45 másodperc jelentett számomra - mennyire tudunk a feladatra koncentrálni, ezen kívül a figyelmet is mérhették.","Leginkább magamon vettem észre, hogy nem fókuszáltam annyira, mint szerettem volna. Főleg az elején, már az első 3 feladvány után éreztem kb., hogy szinte ""csak kattintok valamire"", ami akkor nem tűnt tudatosnak, nem is volt az, így utólag belegondolva a délután 16:00 és 17:15 között írt zh eléggé leszívta a koncentrációképességem, meg is látszott az eredményen.... A hangfelvétel (9 p 21 mp) valamelyest visszahozta a koncentrációképességem, amit egyértelműen észrevettem magamon, sőt, kifejezetten ébernek éreztem magam utána, összességében jobbnak éreztem a teljesítményem, amit jelenleg nem támaszott alá semmi, úgyhogy kíváncsi leszek az eredményre

A teszt egyébként izgalmas volt, volt 1-2 kép, aminek nagyon kíváncsi vagyok a megoldására."
"R_1HntL8Xw3dkUynq","2019/04/08 18:22:17",NA,TRUE,TRUE,TRUE,"Az hogy stressz alatt mennyire teljesít jól vagy rosszul az ember.","Nem nagyon"
"R_28Cm47a2oxPViiW","2019/03/18 18:22:57",NA,TRUE,NA,TRUE,NA,NA
"R_1H2g5wtnLDg5y93","2019/04/29 17:58:11","P-422-21",TRUE,NA,TRUE,NA,NA
"R_2641j8AuQAahLPh","2019/04/11 18:09:09","P-422-19",FALSE,FALSE,FALSE,"Mennyire van hatással a stressz a teljesítményre, vagy mennyire gondolom, hogy hatással van rá.","Sosem csináltam ilyet, minden különös volt"
"R_1IusChr1TCw5AUl","2019/04/11 18:09:13","P-422-18",FALSE,FALSE,FALSE,"Vizsgálni, hogy milyen tényezők befolyásolják az intelligenciateszten nyújtott teljesítményt,  illetve hogy ez a teljesítmény determinált-e, vagy pedig bizonyos külső hatások befolyása alatt (pl. légzésgyakorlat, bemelegítő tesztek, alternatív teszt, nyugodt környezet) megváltozik ez. Ezáltal megbízhatóbb, pontosabb IQ-teszteket lehet létrehozni. Én iyen külső hatásnak gondolom azt is, hogy a bemelegítő feladatok után kapunk egy kiértékelést, mely tudat alatt befolyásolhatja a valódi teszt végeredményét.","A légzésgyakorlatot, bemelegítő feladatokat, alternatív feladatot, a kartonfalat amellyel el vagyunk választva egymástól, stb. Nem tudom szándékos volt-e a bemelegítő feladatok után a mért IQ közlése, illetve hogy mindenki ugyanazt kapta-e, de számomra az szokatlan volt. Úgy tudnám magyarázni, hogy azt is mérik, hogy akik átlag alatti eredményt ""értek el"" az bemelegítő teszten, utána ténylegesen rosszabbul teljesítenek-e a valódi teszten, mint akik azt az értékelést kapják, hogy átlagon felül teljesítettek a próbateszten."
"R_1Ltk2D0Q1KMl8fc","2019/04/11 18:08:58","422-22",FALSE,FALSE,FALSE,"Ebben a vizsgálatban laboratóriumi körülmények között vizsgálták az IQ-met. A kísérletben szerepet játszott az intelligencia fejleszhetősége, az ehhez kapcsolódó attitűdjeim és ennek változása (esetlegesen) a teszt kitöltése során.

Az éles teszt kitöltése előtt a 9 perces gyakorlat azt gondolom, azért volt, hogy valamennyire fókuszálja a figyelmemet, megérkezzek ehhez a kísérleti szituációhoz, testi tudatosságom teljes birtokában folytassam a kitöltést, ezáltal jobb eredményt elérve az éles körben.","A vége számomra feldolgozhatatlanul nehéz volt, ezért fel is adtam. 
Az IQ-tesztet attitűdvizsgálattal vegyítették, innovatív kombináció."
"R_Ut30I3MGf4DopBn","2019/04/11 18:10:15","P-422-04",FALSE,FALSE,FALSE,"A kutató célja a gyors matematikai/logikai képesség mérése volt szerintem. A feladatok hasonlítottak az interneten megtalálható tesztekéihez. Számomra viszont kevésnek bizonyult a megadott 45 másodperc.","Különösebb furcsaságot nem."
"R_AKH11T2GIIxNZGV","2019/04/11 18:10:30","422-01",FALSE,FALSE,FALSE,"A vizsgálat az intelligenciát mérte nem otthoni körülmények között. Azért volt fontos a kísérlet, hogy meg tudják vizsgálni, hogy jobban teljesít-e az ember ilyen körülmények között, mint otthon.","Számomra szokatlanul hirtelen változott a kérdések nehézsége, illetve a szokásos egy perc helyett csak 45 másodperc állt a rendelkezésemre. Ez stresszesebbé is tett, emiatt nehezebben tudtam a feladatra koncentrálni, mert folyamatosan attól féltem, hogy lejár az idő. Emiatt szerintem rosszabul is teljesítettem, mint ahogy tudtam volna."
"R_1EbWIDKshEnot68","2019/04/11 18:09:42","P-422-11",FALSE,FALSE,FALSE,"A kutatók célja az volt, hogy egy valós IQ-tesztet online létrehozzanak, vizsgálják, hogy mekkora az átlagos eltérés a különböző helyeken való kitöltésnél.
","Semmi különösre nem lettem figyelmes."
"R_3EXN40zGU4vtM2c","2019/04/11 18:08:48","P-422-21",FALSE,FALSE,FALSE,"A vizsgálat arról szólt hogy megmérjék az alanyok intelligencia szintjét, azért  hogy a kutatók össze tudják vetni majd azokkal az eredményekkel amelyeket az alanyok nem labori körülmények között írnak.","Nem"
"R_9BOp8CjAfCSVBWF","2019/04/11 18:09:54","P-422-09",FALSE,FALSE,FALSE,"Véleményem szerint ez a teszt a logikus gondolkodást és vizuális ingerfeldolgozó képességet vizsgálta úgy, hogy közben az időbeli korláttal stressz helyzetet teremtett.","Az 5 perces ellazító meditáció több, mint 9 perc volt valójában."
"R_2OZog1gH2f9A3qh","2019/04/11 18:07:39","P-422-23",FALSE,FALSE,FALSE,"Reális képet kapni arról, hogy az intelligencia vizsgálatára milyen jellegű feladattípusokat érdemes alkalmazni. Talán arra, hogy a mai egyetemisták/18. életévüket betöltött felnőttek milyen IQ szinttel rendelkeznek, illetve, hogy az átlagtól milyen arányú a szórás, milyen mértékben ingadozó a vizsgált csoport intelligencia szintje.","Reál gondolkodást igényel, hajaz az algebrai feladatokra, amiben bölcsész voltomnál fogva, nem igen vagyok jártas, ennek ellenére élveztem. Megmozgatta az agyam."
"R_cxanUvh19fbgYql","2019/04/11 18:06:18","P-422-24",FALSE,FALSE,FALSE,"Ez a teszt az intelligenciaszintet vizsgálta Stanford-féle intelligenciateszt segítségével. A vizsgálat alatt voltak feleletválasztós kérdések, de maga a teszt különböző befelyezendő sorozatokból állt. Különféle összetett ábrákról kellett eldönteni, hogy melyik lehet a soron következő.","Számomra nem volt különös, mert már láttam példafeladatokat, de még sosem oldottam meg. Néhány esetben elég különös válaszlehetőségek közül kellett választani, illetve nagyon összetettek voltak az ábrák."
"R_2BkAxSBPClAcc6l","2019/04/11 18:10:12","P-422-05",FALSE,FALSE,FALSE,"A vizsgálat célja az IQ szint felmérése volt különböző feladatokon keresztül. A kutatók célja az lehetett, hogy felmérjék, hogy laboratóriumi körülmények között, a teszt kitöltéséhez szükséges nyugodt körülmények előidézése mellett, a résztvevők mennyire tudják jól végrehajtani a feladatokat.","Például a hosszabb hanganyag meghallgatása után vártam, hogy konkrét kérdésekre kell majd válaszolni a hallottak alapján és kissé meglepett, hogy nem egészen így történt."
"R_8IneGaQCbCLxL33","2019/04/11 18:09:04","422-20",FALSE,FALSE,FALSE,"A kutatók célja az volt, hogy kiderítsék, milyen hatással van a tesztet kitöltőkre a nem megszokott környezet. Hogyan teljesítenek a résztvevők zajosabb, kevésbé nyugodt környezetben, több, más emberrel egy légtérben.","A tesztben nem, inkább az azt megelőző meditációs gyakorlat volt furcsa számomra."
"R_2xK1rFhTSyyJ9sW","2019/04/11 18:10:27","P-422-02",FALSE,FALSE,FALSE,"Cél: annak bebizonyítása, hogy a laboratóriumi körülmények közötti IQ felmérés valid adatokat ad.","Igen, az egerem görgője végig fordítva működött, ezért több időt vett igénybe a válaszadásom, mert nem mindig láttam egyben a képernyőt. Lehet, hogy ez direkt volt?"
"R_PXsjxtDhFDtcdwt","2019/04/11 18:09:52","P-422-10",FALSE,FALSE,FALSE,"A vizsgálat, véleményem szerint, értelmi intelligencia szint mérése mellett a kérdőív kérdéseire adott válaszokkal egybekötve egyfajta képet próbál kialakítani arról, hogy az érzelmeink és azoknak a tudatos kontrollálására való képességünk mennyire hat a gondolkodásmódunkra, logikai képességeinkre. Összefüggésbe hozni az értelmi és érzelmi intelligenciát.","Nem."
"R_1CDA2o9RhcZkPSR","2019/04/11 18:10:40","P-422-14",FALSE,FALSE,FALSE,"A feladatok az intelligencia szintet határozták meg, figyelembe véve a személy érzelmi állapotát, életmódját és az intellektussal kapcsolatos eddigi nézőponjtját.","Az időhatárok kevesek voltak a feladatok gyors átlátásához számomra. Jómagam gyengénlátónak számítok, ezért is okozott nehézséget a rövid időhatár."
"R_3MMWBJ6f5Qkw4TM","2019/04/11 18:06:53","P-422-25",FALSE,FALSE,FALSE,"egy IQ teszt fejlesztese es ennek kiprobalasa mielott hivatalos IQ-tesztnek lehet nevezni","nem"
"R_3pa7FlZ7i0bcIPY","2019/04/15 17:57:17","P-422-13",FALSE,FALSE,FALSE,"A cél az volt, hogy elgondolkozzunk mennyire élünk egészségesen, valamint ,hogy felmérjük az inteligencia szintünket.","Nem"
"R_2ARvS3sWbTBxgob","2019/04/15 17:55:10","422-05",FALSE,FALSE,FALSE,"Általános intelligencia teszt elvégzése nyugodt körülmények között","Nem"
"R_3g6qP7dDDVvlF4u","2019/04/15 17:54:23","P-422-01",FALSE,FALSE,FALSE,"Egy otthon is kitölthető IQ teszt elkészítésében való segédkezés.","-"
"R_1hXNMvt2tR5u7z0","2019/04/15 17:56:54","P-422-03",FALSE,FALSE,FALSE,"Igazából nem tudom, de az nagyon zavaró volt, és nagy stresszt tett rám, hogy az elején kiírta, hogy átlagon aluli a teljesítményem. Ez még stresszesebbé és idegesebbé tett a kitöltés során. A nyugtatás valamelyest sikerült, de az új résznél újból ugyanolyan stresszes lettem, mint előtte.","Nem igazán, bár különös volt, hogy ilyeneknél sosem szoktam ekkora stresszt átélni."
"R_2S6yrd17ZILk8k5","2019/04/15 17:57:35","P-422-18",FALSE,FALSE,FALSE,"9 ábrát láttam magam előtt, 3x3-as módon. A jobb alsó ábra hiányzott, 8 lehetőség közül kellett kiválasztanom, hogy melyik illik oda. Mindig volt valami metódus, ami alapján ki lehetett logikázni, hogy mit kell kiválasztani. A mintákat és a formákat kellett figyelni, de a módszer mindig változott, előbb azt kellett felfedezni.
A kutatók célja azt megvizsgálni, hogy a teszt alkalmas-e annyira otthoni kitöltéskor, mint amennyire alkalmas laboratóriumi helyzetben.","Nem."
"R_3I7LfeDYACShJeN","2019/04/15 17:57:11","P-422-09",FALSE,FALSE,FALSE,"Otthoni és laboratóriumi körülmények között végzett kutatások közötti eltérések feltárása.","Nem."
"R_27IHgaFmtje16iE","2019/04/15 17:58:06","P-422-22",FALSE,FALSE,FALSE,"A vizsgálat az általános intelligencia szintem méréséről szólt, valamint az ezt befolyásoló tényezőkről.","Egyre nehezedett, és nagyon kellett figyelni az időre."
"R_1Q4TleZi560s6HF","2019/04/29 17:55:44","P-422-01",FALSE,FALSE,FALSE,"Mi voltunk a kontroll csoport, azt akarják kideríteni, hogy otthoni környezetben is el lehet-e végezni az IQ tesztet ugyanúgy ahogy laboratóriumi körülmények között","Nem"
"R_sYAIOIQoeQ3R6nL","2019/04/29 17:57:48","P42219",FALSE,FALSE,FALSE,"Az intelligencia felméréséről, a cél, hogy tágabb képet kapjanak arról, hogy mennyire függenek össze bizonyos személyiség jellemzők az adott személy intelligenciájával.","Nem."
"R_1CkIF0IkGdIeexf","2019/04/29 17:58:01","P-422-20",FALSE,FALSE,FALSE,"Azt vizsgálja, hogy van-e különbség az emberek teljesítményéban, ha úgymond laborítóriumi körülmények között vagy otthoni környezetben végzik el a teszteket.","Nem tudom, mennyire számít különösnek, hogy néhány feladatot nehéznek találtam..."
"R_1MXHRtCVjDstVmt","2019/04/29 17:59:14","P-422-05",FALSE,FALSE,FALSE,"Képsorokat kellett folytatni és kilogikázni mi következik miután rájövünk a sorozat szabályaira.","Nem"
"R_1hAcFNzicY2H5vr","2019/04/29 18:00:44","P-422-02",FALSE,FALSE,FALSE,"Az, hogy megállapítsák, a koncentráció javítása javít-e az intelligencián.","Meglepően gyorsan fáradok, megunom a feladatot, ha pár pillanat alatt nem válik egyértelművé a megoldás."
"R_21B5nTfSY1KRqqJ","2019/04/29 18:11:08","P-422-21",FALSE,FALSE,FALSE,"Összehasonlítási adatokat gyüjtött, hogy mekkora eltérések lehetnek a nyugott környezetben és a bárhol bármikor kitöltött iq tesztek között. Emellet talán egy sokadszori ellenőrzése az iq teszt minőségének.","Helyesírási hibák, csak azonos típúsú feladat. Tekintettel, hogy első hasonló tesztem, nincs viszonítási alapom arról, hogy mi számít különösnek."
"R_2cq36QjJYS1dQcz","2019/04/29 18:02:31","P-422-23",FALSE,FALSE,FALSE,"Talán több cél is volt, egyik a körülmények hatásának a vizsgálata, valamint az egyén nyugodt és laza állapotban való teszt kitöltés összehasonlítása.","Azon kívül, hogy kipihent állapotban jobban kifutottam az időből és rosszabbul teljesítettem, nem vettem észre semmi különös dolgot."
"R_C2epkfC0D7QML8l","2019/04/29 17:56:39","P-422-11",FALSE,FALSE,FALSE,"Az, nyugodt körülmények között, egy laborban mennyire más az IQ teszt kitöltése és eredménye, illetve a teljesítményünk, mint az otthoni körülmények között ennek a kitöltése. Először kitöltöttünk valamilyet, majd kérdések után élesben is újrapróbálhattuk, ezáltalál kiderítve mennyit fejlődtünk a kérdések és a gyakorlás után.","Nem."
"R_1cULdEeTJD1SeGQ","2019/04/29 17:57:38","P-422-18",FALSE,FALSE,FALSE,"Ez a vizsgálat az intelligencia vizsgálatról szólt, hogy megvizsgálják a különbséget az otthoni nyugott környezetben elért teljesítmény és a laboratóriumi teljesítmény között.","Volt egy meditációs légző gyakorlatra lehetőség"
"R_2vkADu4rVtcayNA","2019/04/29 18:00:30","P-42204",FALSE,FALSE,FALSE,"Ez a vizsgálat felmérte az intelligenciánkat egy IQ-teszt keretein belül, ami egy jóleső relaxációval egészült ki a megszokott tesztektől eltérően. Nyugodt környezetet biztosítottak a résztvevőknek, ami sokat hozzáadott a teljesítményünkhöz. A kutatók célja valószínűleg ez volt. A nyugodt környezet megteremtése.","Az alternatív feladatok segítettek ráhangolódni az éles feladatokra, amit nagyon jó lehetőségnek tartottam."
"R_DvhNFRnwYKMOdmF","2019/04/29 17:58:23","P-422-22",FALSE,FALSE,FALSE,"Ugyan azt írtam, hogy nem végeztek még rajtam IQ tesztet, de egy online MENSA tesztet már megcsináltam, ahol ugyanilyen jellegű feladatatok voltak, ott viszont 5 perc állt rendelkezésre. Szerintem ez a 45 másodperc egyfajta stresszhelyzet megteremtéséről szólt, maga a teszt pedig arról szólhatott, hogy egyes személyiségjegyekkel rendelkező emberekre mekkora IQ a jellemző (már ha van összefüggés).","A fentebb említettet, hogy számomra kevés volt a 45 másodperc, több feladatnál is úgy éreztem, hogy plusz fél perc is segített volna akár a helyes válasz megtalálásában. A másik különös dolog az volt, hogy a bemelegítő nekem nehezebbnek tűnt, mint maga a teszt."
"R_1mW4mtGOOvuUxJO","2019/04/29 18:02:23","P-422-24",FALSE,FALSE,FALSE,"A kutatók célja véleményem szerint az volt, hogy megfigyeljék, hogy mennyivvel jobban tud az ember koncentrálni egy adott feladatra, ha előtte fejben is arra összpontosít és képes a saját gondolatait a megfelelő helyre terelni.","Számomra nem volt semmi különös benne, viszont azt megfigyeltem, hogy a meditációs rész után sokkal jobban tudtam koncentrálni a feladatokra."
"R_2SJ5AgT5z8vURIl","2019/04/29 18:00:58","P-422-14",FALSE,FALSE,FALSE,"a vizsgálat arról szólt, hogy megvizsgálják a tesztet, hogy laboratóriumi kürölmények között is ugyan úgy szeparál e.","Számomra kevés volt a 45 mp, ha egy perc állt volna rendelkezésemre szerintem kényelmesebben tudtam volna válaszolni. 
Valalmint elég hosszúnak találtam a tesztet és a végére már volt problémám a koncentrálással."
